user_id,user_name,start_time,end_time,total_time
473663926538600448,kah221,2025-05-15 21:34:55.410920,2025-05-15 21:35:01.673414,0:00:06.262494
473663926538600448,kah221,2025-05-15 21:35:05.298410,2025-05-15 21:36:24.502337,0:01:19.203927
473663926538600448,kah221,2025-05-15 22:05:22.879054,2025-05-15 22:05:33.970543,0:00:11.091489
473663926538600448,kah221,2025-05-15 22:05:49.412525,2025-05-15 22:05:55.075517,0:00:05.662992
473663926538600448,kah221,2025-05-15 22:05:55.077517,2025-05-15 22:06:00.312012,0:00:05.234495
473663926538600448,kah221,2025-05-15 22:06:00.312012,2025-05-15 22:06:03.818008,0:00:03.505996
473663926538600448,kah221,2025-05-15 22:06:03.818508,2025-05-15 22:06:10.984500,0:00:07.165992
473663926538600448,kah221,2025-05-15 22:08:00.970367,2025-05-15 22:08:05.658862,0:00:04.688495
473663926538600448,kah221,2025-05-15 22:08:09.499357,2025-05-15 22:08:12.780853,0:00:03.281496
473663926538600448,kah221,2025-05-15 22:08:12.781353,2025-05-15 22:08:20.415343,0:00:07.633990
473663926538600448,kah221,2025-05-15 22:08:25.599836,2025-05-15 22:08:30.835329,0:00:05.235493
473663926538600448,kah221,2025-05-15 22:46:03.171565,2025-05-15 23:33:21.801356,0:47:18.629791
473663926538600448,kah221,2025-05-15 23:33:21.801855,2025-05-15 23:33:28.193346,0:00:06.391491
473663926538600448,kah221,2025-05-15 23:33:45.183816,2025-05-15 23:33:48.500810,0:00:03.316994
473663926538600448,kah221,2025-05-15 23:39:43.713198,2025-05-15 23:39:47.685701,0:00:03.972503
473663926538600448,kah221,2025-05-15 23:40:50.667583,2025-05-15 23:53:33.393775,0:12:42.726192
473663926538600448,kah221,2025-05-16 00:00:13.130082,2025-05-16 00:00:19.383571,0:00:06.253489
473663926538600448,kah221,2025-05-16 00:00:19.384071,2025-05-16 00:00:23.303567,0:00:03.919496
473663926538600448,kah221,2025-05-16 00:02:15.524872,2025-05-16 00:14:32.179604,0:12:16.654732
473663926538600448,kah221,2025-05-16 19:20:52.295577,2025-05-16 19:20:55.019790,0:00:02.724213
473663926538600448,kah221,2025-05-16 20:57:57.799660,2025-05-16 20:58:10.094641,0:00:12.294981
473663926538600448,kah221,2025-05-17 01:36:39.750273,2025-05-17 02:01:31.188359,0:24:51.438086
473663926538600448,kah221,2025-05-17 17:58:57.592740,2025-05-17 17:59:02.437211,0:00:04.844471
473663926538600448,kah221,2025-05-17 19:23:58.443841,2025-05-17 19:24:01.114415,0:00:02.670574
473663926538600448,kah221,2025-05-17 19:36:32.165295,2025-05-17 19:36:33.762573,0:00:01.597278
473663926538600448,"kah221,",2025-05-17 21:30:22.090350,2025-05-17 21:30:26.619448,0:00:04.529098
473663926538600448,"kah221""",2025-05-17 21:31:57.124930,2025-05-17 21:31:59.694189,0:00:02.569259
473663926538600448,kah221,2025-05-17 21:40:36.611883,2025-05-17 21:40:44.403581,0:00:07.791698
473663926538600448,kah221,2025-05-17 21:42:06.127510,2025-05-17 21:42:19.653716,0:00:13.526206
473663926538600448,kah221,2025-05-17 23:04:14.971139,2025-05-17 23:05:34.372658,0:01:19.401519
473663926538600448,kah221,2025-05-17 23:09:58.586627,2025-05-17 23:10:41.630694,0:00:43.044067
473663926538600448,kah221,2025-05-18 12:59:14.347957,2025-05-18 16:44:01.911130,3:44:47.563156
473663926538600448,kah221,2025-05-18 16:44:16.655854,2025-05-18 18:05:36.508402,1:21:19.852530
473663926538600448,kah221,2025-05-18 18:05:44.850051,2025-05-18 18:49:16.010588,0:43:31.160519
473663926538600448,kah221,2025-05-20 16:05:08.765470,2025-05-20 16:43:06.959370,0:37:58.193882
951479673286705192,シライシ,2025-05-20 15:43:57.269396,2025-05-20 17:08:42.367508,1:24:45.098094
473663926538600448,kah221,2025-05-20 17:55:03.133325,2025-05-20 19:14:01.838890,1:18:58.705547
473663926538600448,kah221,2025-05-20 21:19:28.350395,2025-05-20 22:17:43.753139,0:58:15.402724
473663926538600448,kah221,2025-05-21 08:47:02.462499,2025-05-21 11:18:06.669846,2:31:04.207329
473663926538600448,kah221,2025-05-21 12:17:56.703822,2025-05-21 14:39:11.112945,2:21:14.409106
473663926538600448,kah221,2025-05-22 12:46:37.071819,2025-05-22 13:11:13.456253,0:24:36.384399
473663926538600448,kah221,2025-05-22 14:01:52.273474,2025-05-22 18:02:35.599279,4:00:43.325769
473663926538600448,kah221,2025-05-22 18:42:45.026300,2025-05-22 20:05:36.682488,1:22:51.656171
473663926538600448,kah221,2025-05-23 04:00:53.345388,2025-05-23 04:00:55.393416,0:00:02.048009
951479673286705192,シライシ,2025-05-23 16:43:32.575161,2025-05-23 16:44:14.559239,0:00:41.984060
473663926538600448,kah221,2025-05-23 14:59:00.669434,2025-05-23 19:14:16.635894,4:15:15.966442
473663926538600448,kah221,2025-05-23 19:46:11.901309,2025-05-23 19:46:51.939320,0:00:40.037975
473663926538600448,kah221,2025-05-23 19:47:05.046278,2025-05-23 20:39:18.164540,0:52:13.118244
473663926538600448,kah221,2025-05-24 13:48:21.543583,2025-05-24 14:55:02.923398,1:06:41.379797
473663926538600448,kah221,2025-05-24 14:55:24.837214,2025-05-24 17:49:33.238182,2:54:08.400950
473663926538600448,kah221,2025-05-24 18:06:34.408654,2025-05-24 20:51:03.531738,2:44:29.123066
473663926538600448,kah221,2025-05-24 21:19:07.632382,2025-05-24 21:19:11.011549,0:00:03.379149
473663926538600448,kah221,2025-05-24 22:23:48.381364,2025-05-25 00:24:56.215070,2:01:07.833688
473663926538600448,kah221,2025-05-25 01:21:38.752084,2025-05-25 01:52:26.144050,0:30:47.391949
473663926538600448,kah221,2025-05-26 12:14:51.427820,2025-05-26 16:24:06.745347,4:09:15.317491
951479673286705192,シライシ,2025-05-27 14:52:32.717077,2025-05-27 15:06:49.303583,0:14:16.586489
473663926538600448,kah221,2025-05-27 14:46:24.575482,2025-05-27 16:46:54.474589,2:00:29.899088
473663926538600448,kah221,2025-05-27 18:29:15.212601,2025-05-27 18:46:41.639749,0:17:26.427131
473663926538600448,kah221,2025-05-29 12:42:00.036246,2025-05-29 12:49:42.896512,0:07:42.860249
951479673286705192,シライシ,2025-05-29 13:55:37.059269,2025-05-29 15:03:35.562406,1:07:58.503118
473663926538600448,kah221,2025-05-29 13:30:43.710348,2025-05-29 16:28:14.594214,2:57:30.883848
473663926538600448,kah221,2025-05-29 22:50:45.539490,2025-05-29 23:46:00.414450,0:55:14.874941
473663926538600448,kah221,2025-05-29 23:47:27.864942,2025-05-30 00:10:19.217184,0:22:51.352224
473663926538600448,kah221,2025-05-30 02:50:33.276937,2025-05-30 12:51:32.026831,10:00:58.749877
473663926538600448,kah221,2025-05-30 15:36:02.282180,2025-05-30 15:45:04.081169,0:09:01.798971
473663926538600448,kah221,2025-05-30 16:13:11.014781,2025-05-30 16:48:24.956847,0:35:13.942050
473663926538600448,kah221,2025-05-30 17:31:48.620864,2025-05-30 17:46:25.484239,0:14:36.863357
473663926538600448,kah221,2025-06-02 18:52:05.557663,2025-06-03 00:38:22.667899,5:46:17.110199
473663926538600448,kah221,2025-06-03 01:36:58.460642,2025-06-03 02:45:52.692548,1:08:54.231888
473663926538600448,kah221,2025-06-03 03:15:18.156173,2025-06-03 03:59:44.656244,0:44:26.500052
473663926538600448,kah221,2025-06-03 13:30:54.336804,2025-06-03 16:45:18.529996,3:14:24.193174
473663926538600448,kah221,2025-06-03 21:00:59.969850,2025-06-03 21:02:24.757133,0:01:24.787265
473663926538600448,kah221,2025-06-03 21:04:56.820390,2025-06-04 00:32:24.210023,3:27:27.389615
473663926538600448,kah221,2025-06-04 10:22:04.685817,2025-06-04 11:20:54.830564,0:58:50.144710
473663926538600448,kah221,2025-06-04 11:59:06.939692,2025-06-04 14:25:10.657016,2:26:03.717306
473663926538600448,kah221,2025-06-04 23:25:50.509529,2025-06-04 23:29:42.449624,0:03:51.940078
473663926538600448,kah221,2025-06-04 23:29:51.255997,2025-06-05 00:41:37.912117,1:11:46.656102
473663926538600448,kah221,2025-06-05 00:41:47.537125,2025-06-05 04:22:09.674869,3:40:22.137726
473663926538600448,kah221,2025-06-05 05:03:47.286947,2025-06-05 09:36:42.038244,4:32:54.751278
473663926538600448,kah221,2025-06-05 12:31:49.902662,2025-06-05 12:37:00.996028,0:05:11.093328
473663926538600448,kah221,2025-06-05 13:19:08.931945,2025-06-05 16:20:33.709044,3:01:24.777080
473663926538600448,kah221,2025-06-06 07:06:24.072823,2025-06-06 12:29:29.126782,5:23:05.053942
473663926538600448,kah221,2025-06-07 18:03:42.905656,2025-06-07 19:12:11.757039,1:08:28.851346
473663926538600448,kah221,2025-06-07 22:58:32.462957,2025-06-08 01:14:40.471474,2:16:08.008498
473663926538600448,kah221,2025-06-08 14:11:49.789707,2025-06-08 14:13:23.589397,0:01:33.799671
473663926538600448,kah221,2025-06-08 14:13:35.877356,2025-06-08 20:35:16.397542,6:21:40.520168
473663926538600448,kah221,2025-06-08 20:43:54.849050,2025-06-08 21:21:36.332627,0:37:41.483558
473663926538600448,kah221,2025-06-09 04:17:46.066059,2025-06-09 04:17:48.691616,0:00:02.625557
